source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
Q9WTN3	Q99LX0	Srebf1	Park7	True	False	False	False	False	False	C
Q9WTN3	Q504M2	Srebf1	Pdp2	True	False	False	False	False	False	C
Q9WTN3	Q66T02	Srebf1	Plekhg5	True	False	False	False	False	False	C
Q9WTN3	P37040	Srebf1	Por	True	False	False	False	False	False	C
Q9WTN3	Q504M8	Srebf1	Rab26	True	False	False	False	False	False	C
Q9WTN3	Q03385	Srebf1	Ralgds	True	False	False	False	False	False	C
Q9WTN3	Q64FW2	Srebf1	Retsat	True	False	False	False	False	False	C
Q9WTN3	Q9JIS8	Srebf1	Slc12a4	True	False	False	False	False	False	C
Q9WTN3	P70452	Srebf1	Stx4	True	False	False	False	False	False	C
Q9WTN3	A0A7N9VSI9	Srebf1	A0A7N9VSI9	True	False	False	False	False	False	C
Q9WTN3	Q9D0Z3	Srebf1	Tmem53	True	False	False	False	False	False	C
Q9WTN3	Q9Z321	Srebf1	Top3b	True	False	False	False	False	False	C
Q9WTN3	Q3U0M1	Srebf1	Trappc9	True	False	False	False	False	False	C
Q9WTN3	O88413	Srebf1	Tulp3	True	False	False	False	False	False	C
Q9WTN3	P70460	Srebf1	Vasp	True	False	False	False	False	False	C
Q9WTN3	Q5Y5T5	Srebf1	Zdhhc8	True	False	False	False	False	False	C
Q9WTN3	A2A484	Srebf1	A2A484	True	False	False	False	False	False	C
Q3U1N2	A0A0N4SVK7	Srebf2	A0A0N4SVK7	True	False	False	False	False	False	C
Q3U1N2	E9PY16	Srebf2	E9PY16	True	False	False	False	False	False	C
Q3U1N2	Q9WV07	Srebf2	Aloxe3	True	False	False	False	False	False	C
Q3U1N2	Q9DBT5	Srebf2	Ampd2	True	False	False	False	False	False	C
Q3U1N2	Q68FM7	Srebf2	Q68FM7	True	False	False	False	False	False	C
Q3U1N2	Q61140	Srebf2	Bcar1	True	False	False	False	False	False	C
Q3U1N2	G3X8S2	Srebf2	G3X8S2	True	False	False	False	False	False	C
Q3U1N2	Q4QRL3	Srebf2	Ccdc88b	True	False	False	False	False	False	C
Q3U1N2	Q80UW5	Srebf2	Cdc42bpg	True	False	False	False	False	False	C
Q3U1N2	Q9R0M0	Srebf2	Celsr2	True	False	False	False	False	False	C
Q3U1N2	Q7TMW6	Srebf2	Ciao3	True	False	False	False	False	False	C
Q3U1N2	E9Q8T7	Srebf2	Dnah1	True	False	False	False	False	False	C
Q3U1N2	P39054	Srebf2	Dnm2	True	False	False	False	False	False	B
Q3U1N2	Q8BVG4	Srebf2	Dpp9	True	False	False	False	False	False	B
Q3U1N2	Q9JHU4	Srebf2	Dync1h1	True	False	False	False	False	False	C
Q3U1N2	Q920L1	Srebf2	Fads1	True	False	False	False	False	False	C
Q3U1N2	Q9Z0R9	Srebf2	Fads2	True	False	False	False	False	False	C
Q3U1N2	Q5SWY7	Srebf2	Fam83g	True	False	False	False	False	False	C
Q3U1N2	Q3UCQ1	Srebf2	Foxk2	True	False	False	False	False	False	C
Q3U1N2	E9PVA8	Srebf2	Gcn1	True	False	False	False	False	False	C
Q3U1N2	Q9Z0G0	Srebf2	Gipc1	True	False	False	False	False	False	C
Q3U1N2	Q02257	Srebf2	Jup	True	False	False	False	False	False	C
Q3U1N2	Q9JJZ6	Srebf2	Klf13	True	False	False	False	False	False	C
Q3U1N2	Q6JVL5	Srebf2	Lcn12	True	False	False	False	False	False	C
Q3U1N2	Q9D267	Srebf2	Lcn9	True	False	False	False	False	False	C
Q3U1N2	Q8VE43	Srebf2	Metrnl	True	False	False	False	False	False	C
Q3U1N2	Q8R516	Srebf2	Mib2	True	False	False	False	False	False	C
Q3U1N2	Q3TN34	Srebf2	Micall2	True	False	False	False	False	False	C
Q3U1N2	Q99JF5	Srebf2	Mvd	True	False	False	False	False	False	C
Q3U1N2	Q9WTI7	Srebf2	Myo1c	True	False	False	False	False	False	C
Q3U1N2	Q3UR85	Srebf2	Myrf	True	False	False	False	False	False	C
Q3U1N2	E9PUH7	Srebf2	E9PUH7	True	False	False	False	False	False	C
Q3U1N2	Q8R1F1	Srebf2	Niban2	True	False	False	False	False	False	C
Q3U1N2	F7D3W5	Srebf2	F7D3W5	True	False	False	False	False	False	C
Q3U1N2	Q5PR72	Srebf2	Q5PR72	True	False	False	False	False	False	C
Q3U1N2	O35954	Srebf2	Pitpnm1	True	False	False	False	False	False	C
Q3U1N2	P70268	Srebf2	Pkn1	True	False	False	False	False	False	C
Q3U1N2	F8WHT3	Srebf2	F8WHT3	True	False	False	False	False	False	C
Q3U1N2	A2A8L5	Srebf2	Ptprf	True	False	False	False	False	False	C
Q3U1N2	Q504M8	Srebf2	Rab26	True	False	False	False	False	False	C
Q3U1N2	Q03385	Srebf2	Ralgds	True	False	False	False	False	False	C
Q3U1N2	P12672	Srebf2	Rapsn	True	False	False	False	False	False	C
Q3U1N2	P28700	Srebf2	Rxra	True	False	False	False	False	False	C
Q3U1N2	Q99LB7	Srebf2	Sardh	True	False	False	False	False	False	C
Q3U1N2	Q7TNB8	Srebf2	Sbno2	True	False	False	False	False	False	C
Q3U1N2	E9QAT4	Srebf2	Sec16a	True	False	False	False	False	False	C
Q3U1N2	D3Z5K8	Srebf2	D3Z5K8	True	False	False	False	False	False	C
Q3U1N2	P57787	Srebf2	Slc16a3	True	False	False	False	False	False	C
Q3U1N2	P41438	Srebf2	Slc19a1	True	False	False	False	False	False	C
Q3U1N2	Q3TKT4	Srebf2	Smarca4	True	False	False	False	False	False	C
Q3U1N2	A0A494BBH5	Srebf2	A0A494BBH5	True	False	False	False	False	False	C
Q3U1N2	A0A0A6YW64	Srebf2	A0A0A6YW64	True	False	False	False	False	False	C
Q3U1N2	P40142	Srebf2	Tkt	True	False	False	False	False	False	B
Q3U1N2	Q8BH02	Srebf2	Tor4a	True	False	False	False	False	False	C
Q3U1N2	Q3U0M1	Srebf2	Trappc9	True	False	False	False	False	False	B
Q3U1N2	B2RUP2	Srebf2	Unc13d	True	False	False	False	False	False	C
Q3U1N2	Q64321	Srebf2	Zbtb7b	True	False	False	False	False	False	C
Q9JM73	Q7TPR4	Srf	Actn1	True	False	False	False	False	False	B
Q9JM73	A0A1L1SV25	Srf	A0A1L1SV25	True	False	False	False	False	False	C
Q9JM73	Q5SUE8	Srf	Ankrd40	True	False	False	False	False	False	C
Q9JM73	Q80U35	Srf	Arhgef17	True	False	False	False	False	False	C
Q9JM73	Q8K0L0	Srf	Asb2	True	False	False	False	False	False	B
Q9JM73	Q9Z1G4	Srf	Atp6v0a1	True	False	False	False	False	False	C
Q9JM73	Q67FY2	Srf	Bcl9l	True	False	False	False	False	False	C
Q9JM73	P40124	Srf	Cap1	True	False	False	False	False	False	C
Q9JM73	Q3UW68	Srf	Capn13	True	False	False	False	False	False	C
Q9JM73	O08529	Srf	Capn2	True	False	False	False	False	False	C
Q9JM73	P47757	Srf	Capzb	True	False	False	False	False	False	C
Q9JM73	P18760	Srf	Cfl1	True	False	False	False	False	False	C
Q9JM73	Q9WUM4	Srf	Coro1c	True	False	False	False	False	False	C
Q9JM73	E9Q1U6	Srf	E9Q1U6	True	False	False	False	False	False	C
Q9JM73	O54784	Srf	Dapk3	True	False	False	False	False	False	C
Q9JM73	Q8K382	Srf	Dennd1a	True	False	False	False	False	False	C
Q9JM73	Q1HL35	Srf	Q1HL35	True	False	False	False	False	False	C
Q9JM73	P08152	Srf	Egr2	True	True	False	True	True	False	B
Q9JM73	Q9WVK4	Srf	Ehd1	True	False	False	False	False	False	C
Q9JM73	Q9JHC9	Srf	Elf2	True	False	False	False	False	False	C
Q9JM73	Q3UKU1	Srf	Ell2	True	False	False	False	False	False	C
Q9JM73	Q3U7R1	Srf	Esyt1	True	False	False	False	False	False	C
Q9JM73	D3YUA8	Srf	D3YUA8	True	False	False	False	False	False	C
Q9JM73	Q8CIB5	Srf	Fermt2	True	False	False	False	False	False	C
Q9JM73	B7FAU9	Srf	B7FAU9	True	False	False	False	False	False	C
Q9JM73	Q80X90	Srf	Flnb	True	False	False	False	False	False	C
Q9JM73	Q9R0S0	Srf	Q9R0S0	True	False	False	False	False	False	C
Q9JM73	Q60631	Srf	Grb2	True	False	False	False	False	False	C
Q9JM73	P62748	Srf	Hpcal1	True	False	False	False	False	False	C
Q9JM73	Q7TNC9	Srf	Inpp5a	True	False	False	False	False	False	C
Q9JM73	P11881	Srf	Itpr1	True	False	False	False	False	False	C
Q9JM73	A2CG49	Srf	Kalrn	True	False	False	False	False	False	C
Q9JM73	Q53Z09	Srf	Q53Z09	True	False	False	False	False	False	B
Q9JM73	A0A087WQN5	Srf	A0A087WQN5	True	False	False	False	False	False	C
Q9JM73	B1AY49	Srf	B1AY49	True	False	False	False	False	False	C
Q9JM73	Q99JB0	Srf	Klf7	True	False	False	False	False	False	B
Q9JM73	P48678	Srf	Lmna	True	False	False	False	False	False	C
Q9JM73	Q8BFW7	Srf	Lpp	True	False	False	False	False	False	B
Q9JM73	Q60954	Srf	Meis1	True	False	False	False	False	False	C
Q9JM73	Q9D074	Srf	Mgrn1	True	False	False	False	False	False	C
Q9JM73	A0A1Y7VP67	Srf	A0A1Y7VP67	True	False	False	False	False	False	C
Q9JM73	O08789	Srf	Mnt	True	False	False	False	False	False	C
Q9JM73	Q9WU20	Srf	Mthfr	True	False	False	False	False	False	C
Q9JM73	Q8VDD5	Srf	Myh9	True	False	False	False	False	False	B
Q9JM73	V9GXT3	Srf	V9GXT3	True	False	False	False	False	False	C
Q9JM73	P43136	Srf	Nr2f6	True	False	False	False	False	False	C
Q9JM73	Q9ET54	Srf	Palld	True	False	False	False	False	False	C
Q9JM73	Q3TJD7	Srf	Pdlim7	True	False	False	False	False	False	C
Q9JM73	Q8K1N2	Srf	Phldb2	True	False	False	False	False	False	C
Q9JM73	Q7M6Y3	Srf	Picalm	True	False	False	False	False	False	C
Q9JM73	Q9DBR7	Srf	Ppp1r12a	True	False	False	False	False	False	B
Q9JM73	A6H644	Srf	A6H644	True	False	False	False	False	False	C
Q9JM73	Q3UMT1	Srf	Ppp1r12c	True	False	False	False	False	False	C
Q9JM73	Q91WG5	Srf	Prkag2	True	False	False	False	False	False	C
Q9JM73	Q52KR3	Srf	Prune2	True	False	False	False	False	False	B
Q9JM73	Q9R1T2	Srf	Sae1	True	False	False	False	False	False	C
Q9JM73	Q9JL10	Srf	Sertad1	True	False	False	False	False	False	C
Q9JM73	Q8C0T5	Srf	Sipa1l1	True	False	False	False	False	False	C
Q9JM73	Q80UP8	Srf	Slc20a2	True	False	False	False	False	False	C
Q9JM73	A2ASZ8	Srf	Slc25a25	True	False	False	False	False	False	C
Q9JM73	A0A5F8MPJ2	Srf	A0A5F8MPJ2	True	False	False	False	False	False	B
Q9JM73	Q8BJS4	Srf	Sun2	True	False	False	False	False	False	C
Q9JM73	Q8K4L3	Srf	Svil	True	False	False	False	False	False	B
Q9JM73	D3YWM9	Srf	D3YWM9	True	False	False	False	False	False	C
Q9JM73	F8VQ95	Srf	F8VQ95	True	False	False	False	False	False	C
Q9JM73	Q60949	Srf	Tbc1d1	True	False	False	False	False	False	C
Q9JM73	P26039	Srf	Tln1	True	False	False	False	False	False	C
Q9JM73	Q9JJB9	Srf	Tmem183	True	False	False	False	False	False	C
Q9JM73	A0A0R4J1P2	Srf	A0A0R4J1P2	True	False	False	False	False	False	C
Q9JM73	Q6IRU2	Srf	Tpm4	True	False	False	False	False	False	B
Q9JM73	P70460	Srf	Vasp	True	False	False	False	False	False	C
Q9JM73	Q64727	Srf	Vcl	True	False	False	False	False	False	B
Q9JM73	O88342	Srf	Wdr1	True	False	False	False	False	False	B
Q9JM73	P47810	Srf	Wee1	True	False	False	False	False	False	C
Q9JM73	Q9EPK5	Srf	Wwtr1	True	False	False	False	False	False	B
Q9JM73	Q91WQ3	Srf	Yars1	True	False	False	False	False	False	C
Q9JM73	Q8C7B8	Srf	Zswim4	True	False	False	False	False	False	C
A0A087WSP5	Q3UHJ0	A0A087WSP5	Aak1	True	False	False	False	False	False	B
A0A087WSP5	Q5SSE9	A0A087WSP5	Abca13	True	False	False	False	False	False	C
A0A087WSP5	O35379	A0A087WSP5	Abcc1	True	False	False	False	False	False	C
A0A087WSP5	Q5SWU9	A0A087WSP5	Acaca	True	False	False	False	False	False	C
A0A087WSP5	Q9D061	A0A087WSP5	Acbd6	True	False	False	False	False	False	C
A0A087WSP5	Q8R0I0	A0A087WSP5	Ace2	True	False	False	False	False	False	C
A0A087WSP5	Q91V12	A0A087WSP5	Acot7	True	False	False	False	False	False	C
A0A087WSP5	Q8JZR0	A0A087WSP5	Acsl5	True	False	False	False	False	False	B
A0A087WSP5	Q14DH7	A0A087WSP5	Acss3	True	False	False	False	False	False	C
A0A087WSP5	P62737	A0A087WSP5	Acta2	True	False	False	False	False	False	C
A0A087WSP5	P60710	A0A087WSP5	Actb	True	False	False	False	False	False	B
A0A087WSP5	P03958	A0A087WSP5	Ada	True	False	False	False	False	False	C
A0A087WSP5	G3UXC7	A0A087WSP5	G3UXC7	True	False	False	False	False	False	C
A0A087WSP5	Q9JI20	A0A087WSP5	Adarb2	True	False	False	False	False	False	C
A0A087WSP5	P51829	A0A087WSP5	Adcy7	True	False	False	False	False	False	B
A0A087WSP5	G5E8Q8	A0A087WSP5	Adgrf5	True	False	False	False	False	False	C
A0A087WSP5	Q8K209	A0A087WSP5	Adgrg1	True	False	False	False	False	False	C
A0A087WSP5	A0A1L1SSF2	A0A087WSP5	A0A1L1SSF2	True	False	False	False	False	False	C
A0A087WSP5	P25962	A0A087WSP5	Adrb3	True	False	False	False	False	False	C
A0A087WSP5	Q8C138	A0A087WSP5	Adtrp	True	False	False	False	False	False	C
A0A087WSP5	B1AVP1	A0A087WSP5	B1AVP1	True	False	False	False	False	False	B
A0A087WSP5	Q80WC7	A0A087WSP5	Agfg2	True	False	True	True	False	True	A
A0A087WSP5	Q7TN31	A0A087WSP5	Aggf1	True	False	False	False	False	False	C
A0A087WSP5	Q8CJG0	A0A087WSP5	Ago2	True	False	False	False	False	False	C
A0A087WSP5	Q641K1	A0A087WSP5	Agtpbp1	True	False	False	False	False	False	C
A0A087WSP5	Q9WVK0	A0A087WSP5	Agtrap	True	False	False	False	False	False	C
A0A087WSP5	A0A494BBD5	A0A087WSP5	A0A494BBD5	True	False	False	False	False	False	B
A0A087WSP5	A0A0R4J020	A0A087WSP5	A0A0R4J020	True	False	False	False	False	False	C
A0A087WSP5	A0A0G2JDH0	A0A087WSP5	A0A0G2JDH0	True	False	False	False	False	False	C
A0A087WSP5	Q9WTP6	A0A087WSP5	Ak2	True	False	False	False	False	False	B
A0A087WSP5	G3UYQ4	A0A087WSP5	Ak9	True	False	False	False	False	False	C
A0A087WSP5	E9Q394	A0A087WSP5	Akap13	True	False	False	False	False	False	B
A0A087WSP5	P45377	A0A087WSP5	Akr1b8	True	False	False	False	False	False	C
A0A087WSP5	G5E895	A0A087WSP5	G5E895	True	False	False	False	False	False	C
A0A087WSP5	Q61490	A0A087WSP5	Alcam	True	False	False	False	False	False	B
A0A087WSP5	P24549	A0A087WSP5	Aldh1a1	True	False	False	False	False	False	C
A0A087WSP5	Q62148	A0A087WSP5	Aldh1a2	True	False	False	False	False	False	B
A0A087WSP5	Q91ZB0	A0A087WSP5	Alpk2	True	False	False	False	False	False	C
A0A087WSP5	O08739	A0A087WSP5	Ampd3	True	False	False	False	False	False	B
A0A087WSP5	Q91W96	A0A087WSP5	Anapc4	True	False	False	False	False	False	C
A0A087WSP5	B2RXR6	A0A087WSP5	Ankrd44	True	False	False	False	False	False	B
A0A087WSP5	E9PUD3	A0A087WSP5	E9PUD3	True	False	False	False	False	False	C
A0A087WSP5	Q6P9J9	A0A087WSP5	Ano6	True	False	False	False	False	False	C
A0A087WSP5	P10107	A0A087WSP5	Anxa1	True	False	False	False	False	False	B
A0A087WSP5	Q9QZ10	A0A087WSP5	Anxa10	True	False	False	False	False	False	C
A0A087WSP5	G3X8P9	A0A087WSP5	G3X8P9	True	False	False	False	False	False	A
A0A087WSP5	O54774	A0A087WSP5	Ap3d1	True	False	False	False	False	False	B
A0A087WSP5	Q9DBR4	A0A087WSP5	Apbb2	True	False	False	False	False	False	C
A0A087WSP5	B2RUG9	A0A087WSP5	B2RUG9	True	False	False	False	False	False	C
A0A087WSP5	P08226	A0A087WSP5	Apoe	True	False	False	False	False	False	A
A0A087WSP5	E9PZG0	A0A087WSP5	E9PZG0	True	False	False	False	False	False	A
A0A087WSP5	B7ZC55	A0A087WSP5	B7ZC55	True	False	False	False	False	False	B
A0A087WSP5	Q811M1	A0A087WSP5	Arhgap15	True	False	False	False	False	False	B
A0A087WSP5	Q8BYW1	A0A087WSP5	Arhgap25	True	False	False	False	False	False	B
A0A087WSP5	Q6ZQ82	A0A087WSP5	Arhgap26	True	False	False	False	False	False	B
A0A087WSP5	A2AWP8	A0A087WSP5	Arhgef10l	True	False	False	False	False	False	B
A0A087WSP5	Q91X46	A0A087WSP5	Arhgef3	True	False	False	False	False	False	B
A0A087WSP5	A2BH40	A0A087WSP5	Arid1a	True	False	False	False	False	False	B
A0A087WSP5	Q8BM75	A0A087WSP5	Arid5b	True	False	False	False	False	False	B
A0A087WSP5	Q3TYD4	A0A087WSP5	Arsg	True	False	False	False	False	False	B
A0A087WSP5	Q9QWY8	A0A087WSP5	Asap1	True	False	False	False	False	False	B
A0A087WSP5	P34927	A0A087WSP5	Asgr1	True	False	False	False	False	False	C
A0A087WSP5	Q8BU62	A0A087WSP5	Q8BU62	True	False	False	False	False	False	C
A0A087WSP5	Q9QZW0	A0A087WSP5	Atp11c	True	False	False	False	False	False	B
A0A087WSP5	Q6PIE5	A0A087WSP5	Atp1a2	True	False	False	False	False	False	C
A0A087WSP5	Q9Z1G4	A0A087WSP5	Atp6v0a1	True	False	False	False	False	False	B
A0A087WSP5	A2ANX2	A0A087WSP5	A2ANX2	True	False	False	False	False	False	B
A0A087WSP5	A0A1L1SSL9	A0A087WSP5	A0A1L1SSL9	True	False	False	False	False	False	B
A0A087WSP5	P54254	A0A087WSP5	Atxn1	True	False	False	False	False	False	B
A0A087WSP5	A0A286YDW9	A0A087WSP5	A0A286YDW9	True	False	False	False	False	False	C
A0A087WSP5	P58158	A0A087WSP5	B3gat3	True	False	False	False	False	False	A
A0A087WSP5	Q9JJ04	A0A087WSP5	B4galt4	True	False	False	False	False	False	C
A0A087WSP5	P97303	A0A087WSP5	Bach2	True	False	False	False	False	False	C
A0A087WSP5	Q8VBU8	A0A087WSP5	Banp	True	False	False	False	False	False	B
A0A087WSP5	Q9ER42	A0A087WSP5	Barx1	True	False	False	False	False	False	C
A0A087WSP5	Q9CWF6	A0A087WSP5	Bbs2	True	False	False	False	False	False	C
A0A087WSP5	Q9QZK2	A0A087WSP5	Bcar3	True	False	False	False	False	False	B
A0A087WSP5	P24288	A0A087WSP5	Bcat1	True	False	False	False	False	False	B
A0A087WSP5	Q9QYE3	A0A087WSP5	Bcl11a	True	False	False	False	False	False	B
A0A087WSP5	P10417	A0A087WSP5	Bcl2	True	False	False	False	False	False	A
A0A087WSP5	Q64373	A0A087WSP5	Bcl2l1	True	False	False	False	False	False	C
A0A087WSP5	Q9Z2F6	A0A087WSP5	Bcl3	True	False	False	False	False	False	B
A0A087WSP5	Q8CGN4	A0A087WSP5	Bcor	True	False	False	False	False	False	B
A0A087WSP5	A0A3Q4EBR8	A0A087WSP5	A0A3Q4EBR8	True	False	False	False	False	False	B
A0A087WSP5	P62951	A0A087WSP5	Blcap	True	False	False	False	False	False	C
A0A087WSP5	Q9CY64	A0A087WSP5	Blvra	True	False	False	False	False	False	B
A0A087WSP5	P23359	A0A087WSP5	Bmp7	True	False	False	False	False	False	C
A0A087WSP5	Q8BMQ3	A0A087WSP5	Bnc2	True	False	False	False	False	False	C
A0A087WSP5	Q5SQY2	A0A087WSP5	Bod1	True	False	False	False	False	False	C
A0A087WSP5	Q499E0	A0A087WSP5	Brinp3	True	False	False	False	False	False	C
A0A087WSP5	P58544	A0A087WSP5	Btbd1	True	False	False	False	False	False	B
A0A087WSP5	Q9D1Z2	A0A087WSP5	Q9D1Z2	True	False	False	False	False	False	C
A0A087WSP5	Q9QXP7	A0A087WSP5	C1qtnf1	True	False	False	False	False	False	C
A0A087WSP5	Q6IR41	A0A087WSP5	C1qtnf6	True	False	False	False	False	False	C
A0A087WSP5	Q8CFG8	A0A087WSP5	C1s2	True	False	False	False	False	False	C
A0A087WSP5	E0CYK5	A0A087WSP5	E0CYK5	True	False	False	False	False	False	C
A0A087WSP5	Q52KB6	A0A087WSP5	C2cd3	True	False	False	False	False	False	C
A0A087WSP5	Q80XU5	A0A087WSP5	Q80XU5	True	False	False	False	False	False	C;D
A0A087WSP5	E9Q861	A0A087WSP5	E9Q861	True	False	False	False	False	False	C;D
A0A087WSP5	Q8BGN2	A0A087WSP5	D3Ertd751e	True	False	False	False	False	False	C
A0A087WSP5	Q9Z1R4	A0A087WSP5	D17h6s53e	True	False	False	False	False	False	C
A0A087WSP5	G3X8U3	A0A087WSP5	QNG1	True	False	False	False	False	False	C
A0A087WSP5	Q9D6N1	A0A087WSP5	Ca13	True	False	False	False	False	False	C
A0A087WSP5	Q8K3M5	A0A087WSP5	Cables2	True	False	False	False	False	False	C
A0A087WSP5	P97445	A0A087WSP5	Cacna1a	True	False	False	False	False	False	B
A0A087WSP5	O08532	A0A087WSP5	Cacna2d1	True	False	False	False	False	False	C
A0A087WSP5	Q9Z1L5	A0A087WSP5	Cacna2d3	True	False	False	False	False	False	C
A0A087WSP5	Q5RJF7	A0A087WSP5	Cacna2d4	True	False	False	False	False	False	C
A0A087WSP5	J3QMI4	A0A087WSP5	Calhm3	True	False	False	False	False	False	C
A0A087WSP5	Q6J756	A0A087WSP5	Capn11	True	False	False	False	False	False	C
A0A087WSP5	Q9CR86	A0A087WSP5	Carhsp1	True	False	False	False	False	False	C
A0A087WSP5	P97864	A0A087WSP5	Casp7	True	False	False	False	False	False	B
A0A087WSP5	P51125	A0A087WSP5	Cast	True	False	False	False	False	False	B
A0A087WSP5	P52787	A0A087WSP5	Cblif	True	False	False	False	False	False	C
A0A087WSP5	Q8R344	A0A087WSP5	Ccdc12	True	False	False	False	False	False	B
A0A087WSP5	Q3URS9	A0A087WSP5	Ccdc51	True	False	False	False	False	False	C
A0A087WSP5	Q9D541	A0A087WSP5	Ccdc7a	True	False	False	False	False	False	C
A0A087WSP5	Q6VGS5	A0A087WSP5	Ccdc88c	True	False	False	False	False	False	B
A0A087WSP5	P30280	A0A087WSP5	Ccnd2	True	False	False	False	False	False	A
A0A087WSP5	P30282	A0A087WSP5	Ccnd3	True	False	False	False	False	False	A
A0A087WSP5	P51678	A0A087WSP5	Ccr3	True	False	False	False	False	False	C
A0A087WSP5	P51682	A0A087WSP5	Ccr5	True	False	False	False	False	False	A
A0A087WSP5	Q8R422	A0A087WSP5	Cd109	True	False	False	False	False	False	C
A0A087WSP5	Q62192	A0A087WSP5	Cd180	True	False	False	False	False	False	B
A0A087WSP5	A2APM2	A0A087WSP5	A2APM2	True	False	False	False	False	False	B
A0A087WSP5	P58019	A0A087WSP5	Cd59b	True	False	False	False	False	False	C
A0A087WSP5	O55186	A0A087WSP5	Cd59a	True	False	False	False	False	False	C
A0A087WSP5	P40237	A0A087WSP5	Cd82	True	False	False	False	False	False	B
A0A087WSP5	O88324	A0A087WSP5	Cd83	True	False	False	False	False	False	B
A0A087WSP5	Q6PFY9	A0A087WSP5	Cdc14b	True	False	False	False	False	False	C
A0A087WSP5	Q9CQC5	A0A087WSP5	Cdc42ep3	True	False	False	False	False	False	B
A0A087WSP5	Q8BGH7	A0A087WSP5	Cdc42se2	True	False	False	False	False	False	B
A0A087WSP5	Q9Z0H0	A0A087WSP5	Cdc7	True	False	True	True	False	True	A
A0A087WSP5	P55288	A0A087WSP5	Cdh11	True	False	False	False	False	False	C
A0A087WSP5	O88338	A0A087WSP5	Cdh16	True	False	False	False	False	False	C
A0A087WSP5	Q99PF4	A0A087WSP5	Cdh23	True	False	False	False	False	False	B
A0A087WSP5	Q8BWD8	A0A087WSP5	Cdk19	True	False	False	False	False	False	B
A0A087WSP5	Q8K389	A0A087WSP5	Cdk5rap2	True	False	False	False	False	False	B
A0A087WSP5	Q64261	A0A087WSP5	Cdk6	True	False	False	False	False	False	B
A0A087WSP5	Q8BLF2	A0A087WSP5	Cdkl3	True	False	False	False	False	False	C
A0A087WSP5	Q5FWI3	A0A087WSP5	Cemip2	True	False	False	False	False	False	B
A0A087WSP5	E9Q3P4	A0A087WSP5	E9Q3P4	True	False	False	False	False	False	C
A0A087WSP5	Q6ZQ06	A0A087WSP5	Cep162	True	False	False	False	False	False	C
A0A087WSP5	A3KGJ7	A0A087WSP5	A3KGJ7	True	False	False	False	False	False	C
A0A087WSP5	Q8BL95	A0A087WSP5	Cfap298	True	False	False	False	False	False	C
A0A087WSP5	E9Q2C0	A0A087WSP5	E9Q2C0	True	False	False	False	False	False	B
A0A087WSP5	P04186	A0A087WSP5	Cfb	True	False	False	False	False	False	B
A0A087WSP5	O35732	A0A087WSP5	Cflar	True	False	False	False	False	False	B
A0A087WSP5	A0A5F8MPT6	A0A087WSP5	A0A5F8MPT6	True	False	False	False	False	False	C
A0A087WSP5	Q8BYH8	A0A087WSP5	Chd9	True	False	False	False	False	False	B
A0A087WSP5	Q3V2R3	A0A087WSP5	Q3V2R3	True	False	False	False	False	False	B
A0A087WSP5	Q91XQ5	A0A087WSP5	Chst15	True	False	False	False	False	False	B
A0A087WSP5	Q9Z0F4	A0A087WSP5	Cib1	True	False	False	False	False	False	C
A0A087WSP5	Q62225	A0A087WSP5	Cish	True	False	False	False	False	False	A
A0A087WSP5	Q9WUL8	A0A087WSP5	Cited4	True	False	False	False	False	False	C
A0A087WSP5	A0A087WQ31	A0A087WSP5	A0A087WQ31	True	False	False	False	False	False	C
A0A087WSP5	F8WIA1	A0A087WSP5	F8WIA1	True	False	False	False	False	False	C
A0A087WSP5	Q9Z0H8	A0A087WSP5	Clip2	True	False	False	False	False	False	B
A0A087WSP5	Q8CI96	A0A087WSP5	Clip4	True	False	False	False	False	False	C
A0A087WSP5	P97468	A0A087WSP5	Cmklr1	True	False	False	False	False	False	B
A0A087WSP5	Q9DAR1	A0A087WSP5	Cmtm2a	True	False	False	False	False	False	C
A0A087WSP5	Q9DAC0	A0A087WSP5	Cmtm2b	True	False	False	False	False	False	C
A0A087WSP5	Q9ESD6	A0A087WSP5	Cmtm7	True	False	False	False	False	False	B
A0A087WSP5	Q8BT51	A0A087WSP5	COA4	True	False	False	False	False	False	C
A0A087WSP5	Q80X19	A0A087WSP5	Col14a1	True	False	False	False	False	False	C
A0A087WSP5	P11087	A0A087WSP5	Col1a1	True	False	False	False	False	False	A
A0A087WSP5	Q8BG94	A0A087WSP5	Commd7	True	False	False	False	False	False	C
A0A087WSP5	Q9WVJ3	A0A087WSP5	Cpq	True	False	False	False	False	False	B
A0A087WSP5	A0A0G2JG52	A0A087WSP5	A0A0G2JG52	True	False	False	False	False	False	B
A0A087WSP5	A3RLD5	A0A087WSP5	A3RLD5	True	False	False	False	False	False	C
A0A087WSP5	Q8R3V6	A0A087WSP5	Cuedc1	True	False	False	False	False	False	B
A0A087WSP5	Q9CQ89	A0A087WSP5	Cuta	True	False	False	False	False	False	C
A0A087WSP5	Q91YL7	A0A087WSP5	Cwh43	True	False	False	False	False	False	C
A0A087WSP5	Q61093	A0A087WSP5	Cybb	True	False	False	False	False	False	B
A0A087WSP5	Q3TYS2	A0A087WSP5	Cybc1	True	False	False	False	False	False	C
